audiobook_chapter_title,audiobook_chapter_uri,audiobook_title,audiobook_uri,conn_country,episode_name,episode_show_name,incognito_mode,ip_addr,master_metadata_album_album_name,master_metadata_album_artist_name,master_metadata_track_name,ms_played,offline,offline_timestamp,platform,reason_end,reason_start,shuffle,skipped,spotify_episode_uri,spotify_track_uri,ts
,,,,AR,,,True,186.189.238.153,El Dorado,24kGoldn,Mood (feat. iann dior),140533,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,2021-12-28T20:26:56Z
,,,,AR,,,True,186.189.238.153,Let's Love,David Guetta,Let's Love,200645,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:6lhZLbb0czULpjb2kFryPS,2021-12-28T20:30:17Z
,,,,AR,,,True,186.189.238.153,Hollywood's Bleeding,Post Malone,Goodbyes (feat. Young Thug),174853,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,2021-12-28T20:33:12Z
,,,,AR,,,True,186.189.238.153,Pop Of The 2000s: Celebrating Pride,Olly Alexander (Years & Years),Shine,255506,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:7vRTK02bpjrRhawtH0ueb1,2021-12-28T20:37:28Z
,,,,AR,,,True,186.189.238.153,Alone,Marshmello,Alone,182598,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",unexpected-exit-while-paused,trackdone,True,False,,spotify:track:3MEYFivt6bilQ9q9mFWZ4g,2021-12-28T22:45:30Z
,,,,AR,,,True,186.189.238.153,Dreamland,Glass Animals,Heat Waves,238805,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,clickrow,True,False,,spotify:track:02MWAaffLxlfxAUY7c5dvx,2021-12-28T22:50:02Z
,,,,AR,,,True,186.189.238.153,Heaven & Hell,Ava Max,Torn,198005,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:6SpVp6ttad3XJOsjKBZwaq,2021-12-28T22:53:21Z
,,,,AR,,,True,186.189.238.153,Future Nostalgia,Dua Lipa,Levitating,203807,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:39LLxExYz6ewLAcYrzQQyP,2021-12-28T22:56:45Z
,,,,AR,,,True,186.189.238.153,Dopamine,BØRNS,Electric Love,218106,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,2021-12-28T23:00:23Z
,,,,AR,,,True,186.189.238.153,21,Adele,Rolling in the Deep,228093,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:1c8gk2PeTE04A1pIDH9YMk,2021-12-28T23:04:12Z
,,,,AR,,,True,186.189.238.153,Feels Like Summer,Samuel Jack,Feels Like Summer,187094,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:0ZERGmkfuDSrLaIzEGFdiH,2021-12-28T23:07:20Z
,,,,AR,,,True,186.189.238.153,Evergreen,Electra Mustaine,Evergreen,153146,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:2ZJ1jwr2ruuDyWmwd622nF,2021-12-28T23:09:54Z
,,,,AR,,,True,186.189.238.153,SOUR,Olivia Rodrigo,good 4 u,178146,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:4ZtFanR9U6ndgddUvNcjcG,2021-12-28T23:12:52Z
,,,,AR,,,True,186.189.238.153,Society Talk,Electra Mustaine,Society Talk,203076,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:0hfXYwEApRLf7RyDBV1sHd,2021-12-28T23:16:16Z
,,,,AR,,,True,186.189.238.153,World War Joy,The Chainsmokers,Who Do You Love,226733,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:2fVHrSxsQbJUuj9MW9zG1e,2021-12-28T23:20:03Z
,,,,AR,,,True,186.189.238.153,Dancin (feat. Luvli),Aaron Smith,Dancin (feat. Luvli) - Krono Remix,198053,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:6WkJ2OK163XXS2oARUC9JM,2021-12-28T23:23:22Z
,,,,AR,,,True,186.189.238.153,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),163804,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:7Feaw9WAEREY0DUOSXJLOM,2021-12-28T23:26:05Z
,,,,AR,,,True,186.189.238.153,El Dorado,24kGoldn,Mood (feat. iann dior),140533,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,2021-12-28T23:28:27Z
,,,,AR,,,False,186.189.238.153,Future Nostalgia,Dua Lipa,Physical,172170,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",endplay,trackdone,True,False,,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,2021-12-28T23:31:38Z
,,,,AR,,,False,186.189.238.153,Jagged Little Pill - 2015 Remaster,Alanis Morissette,Head over Feet - 2015 Remaster,267293,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,clickrow,True,False,,spotify:track:735rjks7kQgWCjTQlIHMuH,2021-12-28T23:36:05Z
,,,,AR,,,False,186.189.238.153,Blur,Blur,Song 2 - 2012 Remaster,121160,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,2021-12-28T23:38:07Z
,,,,AR,,,False,186.189.238.153,Goo,Sonic Youth,Kool Thing,246333,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:1ZozGivTAYsOwhy6LVHsPX,2021-12-28T23:42:18Z
,,,,AR,,,False,186.189.238.153,Nevermind,Nirvana,Drain You,223880,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:0bTLGlCqwZXwJGWGE2Dywg,2021-12-28T23:46:02Z
,,,,AR,,,False,186.189.238.153,Pawn Shoppe Heart,The Von Bondies,C'mon C'mon,133546,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:0YPDp1KIxVLTdh3vnvk6wd,2021-12-28T23:48:17Z
,,,,AR,,,False,186.189.238.153,Dirt,Alice In Chains,Angry Chair (2022 Remaster),287800,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:5jCp5VtcpUlHtW8Dwlx13Y,2021-12-28T23:53:05Z
,,,,AR,,,False,186.189.238.153,Collective Soul,Collective Soul,The World I Know,255466,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:1HSVpIU0XU1WuwiBLBWAZd,2021-12-28T23:57:22Z
,,,,AR,,,False,186.189.238.153,Legion of Boom,The Crystal Method,Born Too Slow,179800,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:30FjilIce6H85IMU6ULp1l,2021-12-29T00:00:22Z
,,,,AR,,,False,186.189.238.153,Version 2.0,Garbage,Special - 2018 - Remaster,223602,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:5nqR7Izi0kE3w2UHoJPoMJ,2021-12-29T00:04:06Z
,,,,AR,,,False,186.189.238.153,Too Fast For Love,Mötley Crüe,Live Wire,194586,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:06EC9TibZK2mACTZ2usK1h,2021-12-29T00:07:20Z
,,,,AR,,,False,186.189.238.153,Yourself or Someone Like You,Matchbox Twenty,3AM,225946,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:5vYA1mW9g2Coh1HUFUSmlb,2021-12-29T00:11:07Z
,,,,AR,,,True,186.189.238.33,Dopamine,BØRNS,Electric Love,7089,False,nan,Windows 10 (10.0.19044; x64),logout,trackdone,True,False,,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,2021-12-29T21:47:49Z
,,,,AR,,,True,186.189.238.33,Human,OneRepublic,Rescue Me,159650,False,nan,Windows 10 (10.0.19044; x64),trackdone,clickrow,True,False,,spotify:track:37LNNQNbL1YLyutBG6aWRx,2021-12-29T21:50:48Z
,,,,AR,,,True,186.189.238.33,Loud,Rihanna,S&M,189719,False,nan,Windows 10 (10.0.19044; x64),fwdbtn,trackdone,True,False,,spotify:track:7ySUcLPVX7KudhnmNcgY2D,2021-12-29T21:53:59Z
,,,,AR,,,True,186.189.238.33,Dreamland,Glass Animals,Heat Waves,238805,False,nan,Windows 10 (10.0.19044; x64),trackdone,fwdbtn,True,False,,spotify:track:02MWAaffLxlfxAUY7c5dvx,2021-12-29T21:57:57Z
,,,,AR,,,True,186.189.238.33,Level of Concern,Twenty One Pilots,Level of Concern,96764,False,nan,Windows 10 (10.0.19044; x64),endplay,trackdone,True,False,,spotify:track:6xZ4Q2k2ompmDppyeESIY8,2021-12-29T21:59:36Z
,,,,AR,,,True,186.189.238.33,Human,OneRepublic,Rescue Me,159650,False,nan,Windows 10 (10.0.19044; x64),trackdone,clickrow,True,False,,spotify:track:37LNNQNbL1YLyutBG6aWRx,2021-12-29T22:02:14Z
,,,,AR,,,True,186.189.238.33,Imagination,Foster The People,Imagination,256266,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:2flxduIqEbsicdmPyj1WVW,2021-12-29T22:06:31Z
,,,,AR,,,True,186.189.238.33,Level of Concern,Twenty One Pilots,Level of Concern,220051,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:6xZ4Q2k2ompmDppyeESIY8,2021-12-29T22:10:12Z
,,,,AR,,,True,186.189.238.33,=,Ed Sheeran,Shivers,207853,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:50nfwKoDiSYg8zOCREWAm5,2021-12-29T22:13:40Z
,,,,AR,,,True,186.189.238.33,Hollywood's Bleeding,Post Malone,Circles,83958,False,nan,Windows 10 (10.0.19044; x64),endplay,trackdone,True,False,,spotify:track:21jGcNKet2qwijlDFuPiPb,2021-12-29T22:15:06Z
,,,,AR,,,True,186.189.238.33,Dancin (feat. Luvli),Aaron Smith,Dancin (feat. Luvli) - Krono Remix,198053,False,nan,Windows 10 (10.0.19044; x64),trackdone,clickrow,True,False,,spotify:track:6WkJ2OK163XXS2oARUC9JM,2021-12-29T22:18:23Z
,,,,AR,,,True,186.189.238.33,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),233613,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:2v5JTeM6hSmi5wWy7jiwrI,2021-12-29T22:22:17Z
,,,,AR,,,True,186.189.238.33,Feels Like Summer,Samuel Jack,Feels Like Summer,187094,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:0ZERGmkfuDSrLaIzEGFdiH,2021-12-29T22:25:24Z
,,,,AR,,,True,186.189.238.33,Level of Concern,Twenty One Pilots,Level of Concern,220051,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:6xZ4Q2k2ompmDppyeESIY8,2021-12-29T22:29:05Z
,,,,AR,,,True,186.189.239.9,Hollywood's Bleeding,Post Malone,Circles,169577,False,nan,Windows 10 (10.0.19044; x64),logout,trackdone,True,False,,spotify:track:21jGcNKet2qwijlDFuPiPb,2021-12-30T14:04:28Z
,,,,AR,,,False,186.189.239.9,...Like Clockwork,Queens of the Stone Age,I Sat by the Ocean,235586,False,nan,Windows 10 (10.0.19044; x64),trackdone,clickrow,True,False,,spotify:track:1D3YGmST01Ba0WRiT7THPG,2021-12-30T14:08:35Z
,,,,AR,,,False,186.189.239.9,...Like Clockwork,Queens of the Stone Age,My God Is the Sun,235400,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:0MHHAIjPAd3OSfBS3H0fPg,2021-12-30T14:12:31Z
,,,,AR,,,False,186.189.239.9,...Like Clockwork,Queens of the Stone Age,The Vampyre of Time and Memory,214586,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:4yzozDNjvW7acuGonXwfvA,2021-12-30T14:16:06Z
,,,,AR,,,False,186.189.239.9,Lullabies To Paralyze,Queens of the Stone Age,Burn The Witch,215320,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:1i7DbKzPcWERPNFa48NwwB,2021-12-30T14:19:42Z
,,,,AR,,,False,186.189.239.9,Songs For The Deaf,Queens of the Stone Age,No One Knows,278746,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:6y20BV5L33R8YXM0YuI38N,2021-12-30T14:24:21Z
,,,,AR,,,False,186.189.239.9,Rated R - Deluxe Edition,Queens of the Stone Age,Feel Good Hit Of The Summer,163266,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:3DaXIGJm0BCEB9X7zHTRfI,2021-12-30T14:27:05Z
,,,,AR,,,False,186.189.239.9,Rated R - Deluxe Edition,Queens of the Stone Age,Monsters In The Parasol,207653,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:0a2sCOv9nkWAdkdM6iMcvY,2021-12-30T14:30:33Z
,,,,AR,,,False,186.189.239.9,Queens of the Stone Age,Queens of the Stone Age,These Aren't the Droids You're Looking For,187093,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:5KjHh69PhRUZx12mGi8hyX,2021-12-30T14:33:41Z
,,,,AR,,,False,186.189.239.9,...Like Clockwork,Queens of the Stone Age,If I Had a Tail,295586,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:06hBdrgjUendZyH9U1WV22,2021-12-30T14:38:37Z
,,,,AR,,,False,186.189.239.9,Lullabies To Paralyze,Queens of the Stone Age,Medication,114386,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:5vwJ82xdkXpoty59jbAoW9,2021-12-30T14:40:32Z
,,,,AR,,,False,186.189.239.9,Villains,Queens of the Stone Age,Fortress,327210,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:7noGroCNL9QEmPnKM7Tnh8,2021-12-30T14:45:59Z
,,,,AR,,,False,186.189.239.9,...Like Clockwork,Queens of the Stone Age,Fairweather Friends,223386,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:7dRiIhfHt7ekt4tAnJl8Bi,2021-12-30T14:49:43Z
,,,,AR,,,False,186.189.239.9,Songs For The Deaf,Queens of the Stone Age,Gonna Leave You,170200,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:70cpuGFNENOHuqNhtLVFJY,2021-12-30T14:52:34Z
,,,,AR,,,False,186.189.239.9,...Like Clockwork,Queens of the Stone Age,Kalopsia,278120,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:3i2o9tfQ09XJDbrQRN8QhK,2021-12-30T14:57:13Z
,,,,AR,,,False,186.189.239.9,Era Vulgaris,Queens of the Stone Age,"Sick, Sick, Sick",214733,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:1wk0GNRiJvOxGBuaioZWtT,2021-12-30T15:00:48Z
